Date,Open,High,Low,Close,Adj Close,Volume
2011-09-08,34.669998,34.669998,34.669998,34.669998,21.941607,0
2011-09-09,33.700001,33.700001,33.700001,33.700001,21.327728,0
2011-09-12,33.900002,33.900002,33.900002,33.900002,21.454302,0
2011-09-13,34.470001,34.470001,34.470001,34.470001,21.815041,0
2011-09-14,35.060001,35.060001,35.060001,35.060001,22.188435,0
2011-09-15,35.529999,35.529999,35.529999,35.529999,22.485876,0
2011-09-16,35.560001,35.560001,35.560001,35.560001,22.504864,0
2011-09-19,35.070000,35.070000,35.070000,35.070000,22.194759,0
2011-09-20,34.570000,34.570000,34.570000,34.570000,21.878325,0
2011-09-21,33.400002,33.400002,33.400002,33.400002,21.137865,0
2011-09-22,32.189999,32.189999,32.189999,32.189999,20.372089,0
2011-09-23,32.560001,32.560001,32.560001,32.560001,20.606253,0
2011-09-26,33.169998,33.169998,33.169998,33.169998,20.992302,0
2011-09-27,33.779999,33.779999,33.779999,33.779999,21.378357,0
2011-09-28,32.610001,32.610001,32.610001,32.610001,20.637901,0
2011-09-29,32.889999,32.889999,32.889999,32.889999,20.815102,0
2011-09-30,32.000000,32.000000,32.000000,32.000000,20.251846,0
2011-10-03,30.420000,30.420000,30.420000,30.420000,19.251909,0
2011-10-04,31.840000,31.840000,31.840000,31.840000,20.150585,0
2011-10-05,32.439999,32.439999,32.439999,32.439999,20.530312,0
2011-10-06,33.270000,33.270000,33.270000,33.270000,21.055597,0
2011-10-07,32.610001,32.610001,32.610001,32.610001,20.637901,0
2011-10-10,33.869999,33.869999,33.869999,33.869999,21.435312,0
2011-10-11,33.959999,33.959999,33.959999,33.959999,21.492268,0
2011-10-12,34.439999,34.439999,34.439999,34.439999,21.796047,0
2011-10-13,34.459999,34.459999,34.459999,34.459999,21.808706,0
2011-10-14,35.110001,35.110001,35.110001,35.110001,22.220078,0
2011-10-17,34.110001,34.110001,34.110001,34.110001,21.587204,0
2011-10-18,35.000000,35.000000,35.000000,35.000000,22.150455,0
2011-10-19,34.380001,34.380001,34.380001,34.380001,21.758081,0
2011-10-20,34.490002,34.490002,34.490002,34.490002,21.827694,0
2011-10-21,35.270000,35.270000,35.270000,35.270000,22.321329,0
2011-10-24,36.330002,36.330002,36.330002,36.330002,22.992172,0
2011-10-25,35.389999,35.389999,35.389999,35.389999,22.397274,0
2011-10-26,35.910000,35.910000,35.910000,35.910000,22.726370,0
2011-10-27,37.470001,37.470001,37.470001,37.470001,23.713648,0
2011-10-28,37.389999,37.389999,37.389999,37.389999,23.663019,0
2011-10-31,36.490002,36.490002,36.490002,36.490002,23.093443,0
2011-11-01,35.290001,35.290001,35.290001,35.290001,22.333992,0
2011-11-02,36.070000,36.070000,36.070000,36.070000,22.827629,0
2011-11-03,36.889999,36.889999,36.889999,36.889999,23.346581,0
2011-11-04,36.830002,36.830002,36.830002,36.830002,23.308615,0
2011-11-07,36.770000,36.770000,36.770000,36.770000,23.270638,0
2011-11-08,37.180000,37.180000,37.180000,37.180000,23.530111,0
2011-11-09,35.560001,35.560001,35.560001,35.560001,22.504864,0
2011-11-10,35.779999,35.779999,35.779999,35.779999,22.644098,0
